Time,cmd_seq,cmd_sec,cmd_usec,cmd_theta_a,cmd_beta_a,cmd_trq_r_a,cmd_trq_l_a,cmd_theta_b,cmd_beta_b,cmd_trq_r_b,cmd_trq_l_b,cmd_theta_c,cmd_beta_c,cmd_trq_r_c,cmd_trq_l_c,cmd_theta_d,cmd_beta_d,cmd_trq_r_d,cmd_trq_l_d,state_seq,state_sec,state_usec,state_theta_a,state_beta_a,state_vel_r_a,state_vel_l_a,state_trq_r_a,state_trq_l_a,state_theta_b,state_beta_b,state_vel_r_b,state_vel_l_b,state_trq_r_b,state_trq_l_b,state_theta_c,state_beta_c,state_vel_r_c,state_vel_l_c,state_trq_r_c,state_trq_l_c,state_theta_d,state_beta_d,state_vel_r_d,state_vel_l_d,state_trq_r_d,state_trq_l_d,imu_seq,imu_sec,imu_usec,imu_orien_x,imu_orien_y,imu_orien_z,imu_orien_w,imu_ang_vel_x,imu_ang_vel_y,imu_ang_vel_z,imu_lin_acc_x,imu_lin_acc_y,imu_lin_acc_z,imp_seq,imp_sec,imp_usec,imp_cmd_theta_a,imp_cmd_beta_a,imp_cmd_Fx_a,imp_cmd_Fy_a,imp_cmd_theta_b,imp_cmd_beta_b,imp_cmd_Fx_b,imp_cmd_Fy_b,imp_cmd_theta_c,imp_cmd_beta_c,imp_cmd_Fx_c,imp_cmd_Fy_c,imp_cmd_theta_d,imp_cmd_beta_d,imp_cmd_Fx_d,imp_cmd_Fy_d,force_seq,force_sec,force_usec,force_Fx_a,force_Fy_a,force_Fx_b,force_Fy_b,force_Fx_c,force_Fy_c,force_Fx_d,force_Fy_d,sim_seq,sim_sec,sim_usec,sim_pos_x,sim_pos_y,sim_pos_z,sim_orien_x,sim_orien_y,sim_orien_z,sim_orien_w,power_seq,power_sec,power_usec,v_0,i_0,v_1,i_1,v_2,i_2,v_3,i_3,v_4,i_4,v_5,i_5,v_6,i_6,v_7,i_7,v_8,i_8,v_9,i_9,v_10,i_10,v_11,i_11
1742437933.452343568,6606,1742437933,451783052,0.296706,0,-0.00576777,-0.00874085,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21003,0,0,0.298144,0.0028801,0.268482,-0.000686646,0.0616333,-0.344151,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21002,1742437933,451161927,-3.17136,5.70376,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21004,1742438033,843944,47.6456,35.7483,46.8057,0.928138,47.6052,0.164729,47.6225,0.0523278,47.5865,0.0492335,47.5983,0.0284404,47.6262,0.0232524,47.5982,0.0516129,47.619,0.0414184,47.629,0.0594877,47.6652,0.0516738,47.6155,0.0517333
1742437933.453351640,6607,1742437933,452764659,0.296706,0,-0.00307858,-0.00191315,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21004,0,0,0.298144,0.0028801,-0.000686646,-0.135273,0.0678589,-0.316619,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21004,1742437933,453170646,-2.20927,4.59626,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21005,1742438033,844942,47.6456,35.7483,46.8057,0.925616,47.592,0.169798,47.6225,0.0549442,47.5733,0.044051,47.5983,0.0310259,47.613,0.0232524,47.5982,0.0516129,47.619,0.0414184,47.629,0.0646606,47.6652,0.0516738,47.6155,0.0491466
1742437933.454337183,6608,1742437933,453769115,0.296706,0,-0.00307858,-0.00191315,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21005,0,0,0.298144,0.0028801,-0.135273,-0.269855,0.0317505,-0.327107,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21004,1742437933,453170646,-2.20927,4.59626,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21006,1742438033,845942,47.6456,35.7483,46.8057,0.91805,47.592,0.164729,47.6225,0.0549442,47.5865,0.044051,47.5983,0.0310259,47.613,0.0232524,47.5982,0.0567742,47.619,0.0414184,47.629,0.0594877,47.6652,0.0516738,47.6155,0.0517333
1742437933.455343111,6609,1742437933,454770755,0.296706,0,-0.000389479,0.00150075,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21007,0,0,0.298144,0.0028801,0.268482,-0.135273,0.0292603,-0.262867,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21007,1742437933,455157510,-2.07446,3.51072,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21006,1742438033,845942,47.6456,35.7483,46.8057,0.91805,47.592,0.164729,47.6225,0.0549442,47.5865,0.044051,47.5983,0.0310259,47.613,0.0232524,47.5982,0.0567742,47.619,0.0414184,47.629,0.0594877,47.6652,0.0516738,47.6155,0.0517333
1742437933.456336143,6610,1742437933,455796363,0.296706,0,-0.00307858,-0.00874085,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21007,0,0,0.298144,0.0028801,0.268482,-0.135273,0.0292603,-0.262867,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21007,1742437933,456149709,-2.07446,3.51072,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21008,1742438033,847942,47.6456,35.7483,46.8057,0.920572,47.592,0.172332,47.6225,0.0627934,47.5733,0.0388685,47.6116,0.0336114,47.613,0.0284196,47.5982,0.0516129,47.619,0.0465957,47.629,0.049142,47.6652,0.0490901,47.6023,0.0491466
1742437933.457335158,6611,1742437933,456795218,0.296706,0,-0.00307858,-0.00874085,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21008,0,0,0.298144,0.0028801,-0.269855,-0.000686646,0.0329956,-0.232713,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21008,1742437933,457171989,-1.77357,3.18794,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21009,1742438033,848943,47.6456,35.7483,46.8057,0.925616,47.6052,0.172332,47.6225,0.0549442,47.5733,0.0336861,47.6116,0.0336114,47.613,0.0180852,47.5982,0.0516129,47.619,0.044007,47.629,0.0517285,47.6652,0.0361717,47.6023,0.04656
1742437933.458341758,6612,1742437933,457790682,0.296706,0,-0.00576777,0.00491455,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21009,0,0,0.298144,0.0028801,-0.269855,-0.135273,0.015564,-0.20387,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21009,1742437933,458160381,-1.67213,2.64243,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21010,1742438033,849944,47.6323,35.7483,46.8057,0.925616,47.6052,0.174867,47.6225,0.0575606,47.5733,0.0285036,47.6116,0.0361969,47.613,0.0180852,47.5982,0.0464516,47.6058,0.0362411,47.629,0.049142,47.6519,0.0361717,47.6023,0.0439733
1742437933.459342758,6613,1742437933,458795970,0.296706,0,-0.00307858,0.00491455,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21011,0,0,0.298144,0.0028801,0.268482,-0.135273,0.0354858,-0.159295,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21011,1742437933,459162628,-1.09958,2.32759,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21011,1742438033,850957,47.6456,35.7483,46.8057,0.930661,47.6052,0.169798,47.6225,0.060177,47.5733,0.0259124,47.6116,0.0387824,47.613,0.0206688,47.5982,0.0464516,47.6058,0.0336524,47.629,0.049142,47.6519,0.033588,47.6023,0.0413866
1742437933.460338093,6614,1742437933,459805833,0.296706,0,-0.00307858,-0.00874085,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21012,0,0,0.298144,0.0028801,-0.000686646,-0.135273,0.0317505,-0.20387,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21011,1742437933,459162628,-1.09958,2.32759,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21012,1742438033,851945,47.6456,35.7483,46.8057,0.933183,47.6052,0.169798,47.6225,0.0575606,47.5733,0.0310948,47.6116,0.0336114,47.613,0.0206688,47.5982,0.043871,47.6058,0.0336524,47.629,0.049142,47.6519,0.033588,47.6023,0.0388
1742437933.461346453,6615,1742437933,460808497,0.296706,0,-0.00307858,-0.00191315,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,0.296706,0,0.50363,-0.50363,21013,0,0,0.298144,0.0028801,0.1339,0.368732,0.0379761,-0.197315,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,0.296706,0,0,0,21013,1742437933,461162708,-1.41507,2.81574,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,21013,1742438033,852942,47.6456,35.7483,46.8057,0.935705,47.6052,0.164729,47.6093,0.060177,47.5601,0.0310948,47.6116,0.0361969,47.613,0.0206688,47.5982,0.0412903,47.6058,0.0336524,47.629,0.0439692,47.6519,0.0361717,47.6023,0.0362133
